titolo,durata,genere,rating,regista,cast,classificazione,film_id
The French Connection,104.0,"Azione, Crime, Dramma",7.7,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco",,2726
Hitch,118.0,"Commedia, Romantico",6.6,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta",,2727
The Night House,107.0,"Horror, Mistero, Thriller",6.4,David Bruckner,"Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit",,2728
The Babysitter: Killer Queen,101.0,"Commedia, Horror",5.8,McG,"Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind",,2729
Don't Look Now,110.0,"Dramma, Horror, Mistero",7.1,Nicolas Roeg,"Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania",,2730
Into the Blue,110.0,"Azione, Avventura, Crime",5.9,John Stockwell,"Paul Walker, Jessica Alba, Scott Caan, Ashley Scott",,2731
Underworld: Rise of the Lycans,92.0,"Azione, Fantasy, Thriller",6.5,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",,2732
The 'Burbs,102.0,"Commedia, Mistero, Thriller",6.8,Joe Dante,"Tom Hanks, Bruce Dern, Carrie Fisher, Corey Feldman",,2733
A Most Wanted Man,122.0,"Crime, Dramma, Thriller",6.7,Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright",VM18,2734
American Honey,163.0,"Avventura, Dramma, Romantico",7.0,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",VM18,2735
Fighting with My Family,108.0,"Biografia, Commedia, Dramma",7.1,Stephen Merchant,"Dwayne Johnson, Lena Headey, Vince Vaughn, Florence Pugh",,2736
Non-Stop,106.0,"Azione, Mistero, Thriller",6.9,Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery",,2737
The Girl in the Spider's Web,115.0,"Azione, Avventura, Crime",6.1,Fede Alvarez,"Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield",,2738
The Covenant,97.0,"Avventura, Fantasy, Horror",5.2,Renny Harlin,"Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch",,2739
Yes Man,104.0,"Commedia, Romantico",6.8,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins",VM14,2740
Ammonite,117.0,"Dramma, Storico, Romantico",6.5,Francis Lee,"Kate Winslet, Saoirse Ronan, Gemma Jones, James McArdle",VM18,2741
Senna,106.0,"Documentario, Biografia, Sport",8.5,Asif Kapadia,"Ayrton Senna, Reginaldo Leme, John Bisignano, Neyde Senna",VM14,2742
Salt,100.0,"Azione, Thriller",6.4,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",,2743
Interceptors,97.0,"Azione, Dramma, Fantascienza",3.8,Phillip J. Roth,"Olivier Gruner, Brad Dourif, Ernie Hudson, William Zabka",VM18,2744
Oculus,104.0,"Horror, Mistero, Thriller",6.5,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane",,2745
Journey to the Center of the Earth,93.0,"Azione, Avventura, Per famiglie",5.8,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers",,2746
Man on Fire,95.0,Dramma,6.5,Ranald MacDougall,"Bing Crosby, Inger Stevens, Mary Fickett, E.G. Marshall",,2747
Salaar: Cease Fire - Part 1,175.0,"Azione, Crime, Dramma",6.5,Prashanth Neel,"Prabhas, Prithviraj Sukumaran, Shruti Haasan, Jagapathi Babu",,2748
The Assassination of Jesse James by the Coward Robert Ford,160.0,"Biografia, Crime, Dramma",7.5,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",VM18,2749
Good Mourning,93.0,Commedia,3.1,Colson Baker,"Mod Sun, Colson Baker, Mod Sun, Becky G, Dove Cameron",VM18,2750
A Nightmare on Elm Street,95.0,"Crime, Dramma, Horror",5.2,Samuel Bayer,"Jackie Earle Haley, Rooney Mara, Kyle Gallner, Katie Cassidy",,2751
I Came By,110.0,Thriller,6.2,Babak Anvari,"Antonio Aakeel, Alicia Ambrose-Bayly, Percelle Ascott, Franc Ashman",,2752
Magnum Force,124.0,"Azione, Crime, Mistero",7.2,Ted Post,"Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul",,2753
Speed 2: Cruise Control,121.0,"Azione, Avventura, Crime",3.9,Jan de Bont,"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",,2754
Crimson Peak,119.0,"Dramma, Horror, Mistero",6.5,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",VM18,2755
The Belko Experiment,89.0,"Horror, Thriller",6.2,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",VM18,2756
The Artist,100.0,"Commedia, Dramma, Romantico",7.9,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",,2757
The Bodyguard,129.0,"Azione, Dramma, Musica",6.4,Mick Jackson,"Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs",,2758
Women Talking,104.0,Dramma,6.9,Sarah Polley,"Rooney Mara, Claire Foy, Jessie Buckley, Frances McDormand",VM14,2759
We Can Be Heroes,100.0,"Azione, Commedia, Dramma",4.7,Robert Rodriguez,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas, Lyon Daniels",,2760
Before We Go,95.0,"Commedia, Dramma, Romantico",6.8,Chris Evans,"Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",,2761
Star Trek VI: The Undiscovered Country,110.0,"Azione, Avventura, Fantascienza",7.2,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",,2762
Enola Holmes 2,129.0,"Azione, Avventura, Crime",6.8,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge",,2763
Kaze tachinu,126.0,"Animazione, Biografia, Dramma",7.8,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura",,2764
Escape from Pretoria,106.0,"Biografia, Crime, Mistero",6.8,Francis Annan,"Daniel Radcliffe, Daniel Webber, Ian Hart, Mark Leonard Winter",VM14,2765
Night at the Museum: Battle of the Smithsonian,105.0,"Avventura, Commedia, Per famiglie",6.0,Shawn Levy,"Ben Stiller, Owen Wilson, Amy Adams, Hank Azaria",,2766
Jai Bhim,164.0,"Crime, Dramma, Mistero",8.7,T.J. Gnanavel,"Suriya, Lijo Mol Jose, Manikandan K., Rajisha Vijayan",,2767
The Lake House,99.0,"Dramma, Fantasy, Romantico",6.8,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach",T,2768
Shallow Grave,89.0,"Crime, Dramma, Thriller",7.3,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott",VM18,2769
How the Grinch Stole Christmas,104.0,"Commedia, Per famiglie, Fantasy",6.3,Ron Howard,"Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor",,2770
Mommie Dearest,129.0,"Biografia, Dramma",6.6,Frank Perry,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva",VM18,2771
Scooby-Doo 2: Monsters Unleashed,93.0,"Avventura, Commedia, Per famiglie",5.2,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",,2772
Congo,109.0,"Azione, Avventura, Mistero",5.3,Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson",,2773
Best in Show,90.0,Commedia,7.4,Christopher Guest,"Fred Willard, Eugene Levy, Catherine O'Hara, Jennifer Coolidge",VM14,2774
Cinderella Man,144.0,"Biografia, Dramma, Romantico",8.0,Ron Howard,"Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti",,2775
The Loved Ones,84.0,"Crime, Horror",6.6,Sean Byrne,"Xavier Samuel, Robin McLeavy, John Brumpton, Richard Wilson",,2776
Inside Llewyn Davis,104.0,"Dramma, Musica",7.4,Ethan Coen,"Joel Coen, Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund",VM18,2777
The Remains of the Day,134.0,"Dramma, Romantico",7.8,James Ivory,"Anthony Hopkins, Emma Thompson, John Haycraft, Christopher Reeve",,2778
Seraphim Falls,115.0,"Azione, Dramma, Thriller",6.6,David Von Ancken,"Pierce Brosnan, Liam Neeson, Anjelica Huston, Michael Wincott",VM18,2779
Runaway Jury,127.0,"Crime, Dramma, Thriller",7.1,Gary Fleder,"John Cusack, Rachel Weisz, Gene Hackman, Dustin Hoffman",,2780
A Ghost Story,92.0,"Dramma, Fantasy, Mistero",6.8,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson",VM18,2781
The Mexican,123.0,"Avventura, Commedia, Dramma",6.1,Gore Verbinski,"Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons",VM18,2782
Rocky II,119.0,"Dramma, Sport",7.3,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",,2783
Anatomy of a Murder,161.0,"Dramma, Mistero",8.0,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",,2784
Half Nelson,106.0,Dramma,7.1,Ryan Fleck,"Ryan Gosling, Anthony Mackie, Shareeka Epps, Jeff Lima",,2785
The Imaginarium of Doctor Parnassus,123.0,"Avventura, Commedia, Fantasy",6.8,Terry Gilliam,"Christopher Plummer, Lily Cole, Heath Ledger, Andrew Garfield",VM14,2786
Master Gardener,111.0,"Dramma, Mistero, Thriller",6.2,Paul Schrader,"Joel Edgerton, Sigourney Weaver, Quintessa Swindell, Esai Morales",VM18,2787
The Monuments Men,118.0,"Commedia, Dramma, Guerra",6.1,George Clooney,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett",,2788
Malibu's Most Wanted,86.0,"Commedia, Crime",5.2,John Whitesell,"Jamie Kennedy, Ryan O'Neal, Blair Underwood, Taye Diggs",VM14,2789
Frankenstein and Me,91.0,"Commedia, Per famiglie, Fantasy",4.9,Robert Tinnell,"Jamieson Boulanger, Ricky Mabe, Polly Shannon, Louise Fletcher",T,2790
National Lampoon's Christmas Vacation,97.0,Commedia,7.5,Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis, Johnny Galecki",,2791
Summer of Sam,142.0,"Crime, Dramma, Romantico",6.7,Spike Lee,"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito",VM18,2792
Backdraft,137.0,"Azione, Dramma, Mistero",6.7,Ron Howard,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland",,2793
Chloe,96.0,"Dramma, Mistero, Thriller",6.3,Atom Egoyan,"Julianne Moore, Amanda Seyfried, Liam Neeson, Max Thieriot",,2794
Father Stu,124.0,"Biografia, Dramma",6.5,Rosalind Ross,"Mark Wahlberg, Mel Gibson, Jacki Weaver, Teresa Ruiz",,2795
Kramer vs. Kramer,105.0,Dramma,7.8,Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry",,2796
Witness for the Prosecution,116.0,"Crime, Dramma, Mistero",8.4,Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",,2797
Jodaeiye Nader az Simin,123.0,Dramma,8.3,Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",,2798
Crossroads,93.0,"Commedia, Dramma, Romantico",3.8,Tamra Davis,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning",VM14,2799
American Reunion,113.0,Commedia,6.7,Jon Hurwitz,"Hayden Schlossberg, Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein",,2800
The BFG,117.0,"Avventura, Per famiglie, Fantasy",6.3,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",,2801
Hostel: Part II,94.0,Horror,5.5,Eli Roth,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",,2802
Pinocchio,105.0,"Avventura, Commedia, Dramma",5.1,Robert Zemeckis,"Joseph Gordon-Levitt, Tom Hanks, Benjamin Evan Ainsworth, Angus Wright",,2803
The Lost Daughter,121.0,Dramma,6.7,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris",,2804
We Have a Ghost,126.0,"Avventura, Commedia, Per famiglie",6.1,Christopher Landon,"Jahi Di'Allo Winston, David Harbour, Anthony Mackie, Erica Ash",,2805
FernGully: The Last Rainforest,76.0,"Animazione, Avventura, Per famiglie",6.5,Bill Kroyer,"Samantha Mathis, Christian Slater, Robin Williams, Tim Curry",,2806
Amores perros,154.0,"Dramma, Thriller",8.1,Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero",,2807
P.S. I Love You,126.0,"Commedia, Dramma, Romantico",7.0,Richard LaGravenese,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",,2808
10,122.0,"Commedia, Romantico",6.1,Blake Edwards,"Dudley Moore, Bo Derek, Julie Andrews, Robert Webber",,2809
For Your Eyes Only,127.0,"Azione, Avventura, Thriller",6.7,John Glen,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson",,2810
Hope Floats,114.0,"Dramma, Romantico",6.0,Forest Whitaker,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman",,2811
The Son,123.0,Dramma,6.4,Florian Zeller,"Vanessa Kirby, Hugh Jackman, Laura Dern, Shin-Fei Chen",VM14,2812
Solaris,167.0,"Dramma, Mistero, Fantascienza",8.0,Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy",,2813
Homeward Bound: The Incredible Journey,84.0,"Avventura, Commedia, Dramma",6.9,Duwayne Dunham,"Michael J. Fox, Sally Field, Don Ameche, Don Alder",,2814
Starman,115.0,"Romantico, Fantascienza",7.0,John Carpenter,"Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel",,2815
No Way Out,114.0,"Azione, Crime, Dramma",7.1,Roger Donaldson,"Kevin Costner, Gene Hackman, Sean Young, Will Patton",,2816
Blood Simple,99.0,"Crime, Dramma, Thriller",7.5,Joel Coen,"Ethan Coen, John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh",,2817
Rush Hour 2,90.0,"Azione, Commedia, Crime",6.7,Brett Ratner,"Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang",,2818
Do lok tin si,99.0,"Commedia, Crime, Dramma",7.6,Kar-Wai Wong,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung",,2819
Far from the Madding Crowd,119.0,"Dramma, Romantico",7.1,Thomas Vinterberg,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge",VM14,2820
Lake Placid,82.0,"Azione, Commedia, Horror",5.8,Steve Miner,"Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson",,2821
The Happening,91.0,"Avventura, Dramma, Fantascienza",5.0,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",,2822
The Way Back,133.0,"Avventura, Dramma, Storico",7.3,Peter Weir,"Jim Sturgess, Ed Harris, Colin Farrell, Dragos Bucur",,2823
The Emoji Movie,86.0,"Animazione, Avventura, Commedia",3.4,Tony Leondis,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph",,2824
The Sweetest Thing,84.0,"Commedia, Romantico",5.2,Roger Kumble,"Cameron Diaz, Thomas Jane, Christina Applegate, Lillian Adams",,2825
The Other Boleyn Girl,115.0,"Biografia, Dramma, Storico",6.7,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",,2826
Sister Act 2: Back in the Habit,107.0,"Commedia, Per famiglie, Musica",5.7,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Maggie Smith, Barnard Hughes",,2827
Bronson,92.0,"Azione, Crime, Dramma",7.0,Nicolas Winding Refn,"Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",,2828
Kaze no tani no Naushika,117.0,"Animazione, Avventura, Fantascienza",8.0,Hayao Miyazaki,"Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya",,2829
A Most Violent Year,125.0,"Azione, Crime, Dramma",7.0,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola",VM18,2830
Dark Shadows,113.0,"Commedia, Fantasy, Horror",6.2,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter",,2831
Great Expectations,111.0,"Dramma, Romantico",6.8,Alfonso Cuarón,"Ethan Hawke, Gwyneth Paltrow, Hank Azaria, Chris Cooper",,2832
I'll See You in My Dreams,92.0,"Commedia, Dramma, Romantico",6.7,Brett Haley,"Blythe Danner, Martin Starr, Sam Elliott, Malin Akerman",VM14,2833
Cabaret,124.0,"Dramma, Musica, Musical",7.8,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey",,2834
Taxi,97.0,"Azione, Commedia, Crime",4.5,Tim Story,"Queen Latifah, Jimmy Fallon, Gisele Bündchen, Henry Simmons",,2835
Pan,111.0,"Azione, Avventura, Commedia",5.7,Joe Wright,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",,2836
Final Destination 2,90.0,"Horror, Thriller",6.2,David R. Ellis,"A.J. Cook, Ali Larter, Tony Todd, Michael Landes",,2837
Nowhere Boy,98.0,"Biografia, Dramma, Musica",7.1,Sam Taylor-Johnson,"Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff, David Threlfall",VM18,2838
Boys Don't Cry,118.0,"Biografia, Crime, Dramma",7.5,Kimberly Peirce,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard, Brendan Sexton III",,2839
Elektra,97.0,"Azione, Avventura, Crime",4.7,Rob Bowman,"Jennifer Garner, Goran Visnjic, Will Yun Lee, Kirsten Zien",,2840
Assassin's Creed,115.0,"Azione, Avventura, Fantascienza",5.6,Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson",,2841
Antrum: The Deadliest Film Ever Made,95.0,Horror,4.9,David Amito,"Michael Laicini, Nicole Tompkins, Rowan Smyth, Dan Istrate, Circus-Szalewski",,2842
Your Place or Mine,109.0,"Commedia, Romantico",5.7,Aline Brosh McKenna,"Reese Witherspoon, Ashton Kutcher, Zoë Chao, Jesse Williams",,2843
Twilight Zone: The Movie,101.0,"Horror, Fantascienza",6.4,Joe Dante,"John Landis, George Miller, Steven Spielberg, Dan Aykroyd, Albert Brooks, Vic Morrow, Doug McGrath",,2844
Guns Akimbo,98.0,"Azione, Commedia, Crime",6.3,Jason Howden,"Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo",,2845
Isle of Dogs,101.0,"Animazione, Avventura, Commedia",7.8,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban",,2846
Stealing Beauty,118.0,"Dramma, Mistero, Romantico",6.5,Bernardo Bertolucci,"Jeremy Irons, Liv Tyler, Carlo Cecchi, Sinéad Cusack",VM18,2847
The Sisterhood of the Traveling Pants,119.0,"Commedia, Dramma, Romantico",6.5,Ken Kwapis,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",,2848
Mister Roberts,123.0,"Commedia, Dramma, Guerra",7.6,John Ford,"Mervyn LeRoy, Joshua Logan, Henry Fonda, James Cagney, William Powell, Jack Lemmon",,2849
Mystery Men,121.0,"Azione, Commedia, Fantasy",6.1,Kinka Usher,"Ben Stiller, Janeane Garofalo, William H. Macy, Hank Azaria",VM14,2850
The Brothers Grimm,118.0,"Azione, Avventura, Commedia",5.9,Terry Gilliam,"Matt Damon, Heath Ledger, Monica Bellucci, Petr Ratimec",VM14,2851
The Ugly Truth,96.0,"Commedia, Romantico",6.4,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",,2852
Wolf Creek,99.0,"Horror, Thriller",6.2,Greg McLean,"Nathan Phillips, Cassandra Magrath, Kestie Morassi, John Jarratt",,2853
Something from Tiffany's,87.0,"Commedia, Per famiglie, Romantico",6.2,Daryl Wein,"Zoey Deutch, Kendrick Sampson, Ray Nicholson, Shay Mitchell",,2854
American Me,125.0,"Biografia, Crime, Dramma",7.1,Edward James Olmos,"Edward James Olmos, William Forsythe, Sal Lopez, Vira Montes",VM18,2855
Wyatt Earp,191.0,"Azione, Avventura, Biografia",6.7,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews",,2856
Maleficent: Mistress of Evil,119.0,"Avventura, Per famiglie, Fantasy",6.6,Joachim Rønning,"Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",,2857
On Golden Pond,109.0,Dramma,7.6,Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon",,2858
Final Destination 3,93.0,"Horror, Thriller",5.8,James Wong,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson",,2859
Sleeping with Other People,101.0,"Commedia, Dramma, Romantico",6.5,Leslye Headland,"Jason Sudeikis, Alison Brie, Jordan Carlos, Margarita Levieva",VM18,2860
Shiva Baby,77.0,"Commedia, Dramma",7.1,Emma Seligman,"Rachel Sennott, Danny Deferrari, Fred Melamed, Polly Draper",,2861
Dreamcatcher,136.0,"Dramma, Horror, Fantascienza",5.5,Lawrence Kasdan,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",,2862
Changeling,141.0,"Biografia, Crime, Dramma",7.7,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",,2863
Mr. Malcolm's List,117.0,"Commedia, Dramma, Romantico",6.0,Emma Holly Jones,"Freida Pinto, Sope Dirisu, Oliver Jackson-Cohen, Ashley Park",T,2864
Paranormal Activity,86.0,"Horror, Mistero",6.3,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",,2865
Blade: Trinity,113.0,"Azione, Horror, Fantascienza",5.8,David S. Goyer,"Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds",,2866
High Life,113.0,"Mistero, Fantascienza, Thriller",5.8,Claire Denis,"Robert Pattinson, Juliette Binoche, André 3000, Mia Goth",VM18,2867
Dampyr,109.0,"Fantasy, Horror",5.4,Riccardo Chemello,"Wade Briggs, Stuart Martin, Frida Gustavsson, Sebastian Croft",VM18,2868
Flushed Away,85.0,"Animazione, Azione, Avventura",6.6,David Bowers,"Sam Fell, Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno",,2869
Tenkû no shiro Rapyuta,125.0,"Animazione, Avventura, Per famiglie",8.0,Hayao Miyazaki,"Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada",,2870
The Last Temptation of Christ,164.0,Dramma,7.5,Martin Scorsese,"Willem Dafoe, Harvey Keitel, Barbara Hershey, Paul Greco",,2871
Open Range,139.0,"Azione, Dramma, Romantico",7.4,Kevin Costner,"Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi",,2872
Precious,110.0,Dramma,7.3,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",VM18,2873
Last Looks,110.0,"Azione, Commedia, Mistero",5.8,Tim Kirkby,"Charlie Hunnam, Mel Gibson, Lucy Fry, Rupert Friend",VM18,2874
Stripes,106.0,"Commedia, Guerra",6.8,Ivan Reitman,"Bill Murray, John Candy, Harold Ramis, Warren Oates",,2875
Fences,139.0,Dramma,7.2,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",,2876
Swordfish,99.0,"Azione, Crime, Thriller",6.5,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",,2877
1941,118.0,"Azione, Commedia, Guerra",5.8,Steven Spielberg,"John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen",,2878
The Best of Me,118.0,"Dramma, Romantico",6.7,Michael Hoffman,"James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato",,2879
Steve Jobs,122.0,"Biografia, Dramma",7.2,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",,2880
Mighty Morphin Power Rangers: The Movie,95.0,"Azione, Avventura, Per famiglie",5.3,Bryan Spicer,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",,2881
Los renglones torcidos de Dios,154.0,"Dramma, Mistero, Thriller",7.1,Oriol Paulo,"Bárbara Lennie, Eduard Fernández, Loreto Mauleón, Javier Beltrán",,2882
The Family Man,125.0,"Commedia, Dramma, Fantasy",6.8,Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",VM14,2883
Shotgun Wedding,101.0,"Azione, Commedia, Romantico",5.5,Jason Moore,"Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge",,2884
Eye in the Sky,102.0,"Azione, Dramma, Thriller",7.3,Gavin Hood,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",,2885
Samaritan,102.0,"Azione, Dramma, Fantasy",5.7,Julius Avery,"Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco",,2886
Copshop,107.0,"Azione, Thriller",6.2,Joe Carnahan,"Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss",VM18,2887
Star Trek: The Motion Picture,143.0,"Avventura, Mistero, Fantascienza",6.4,Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",,2888
Mrs. Harris Goes to Paris,115.0,"Commedia, Dramma",7.1,Anthony Fabian,"Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista",,2889
Before Midnight,109.0,"Dramma, Romantico",7.9,Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed",VM18,2890
The Nest,107.0,"Dramma, Romantico, Thriller",6.3,Sean Durkin,"Jude Law, Carrie Coon, Oona Roche, Charlie Shotwell",VM18,2891
The Grudge,91.0,"Horror, Mistero, Thriller",5.9,Takashi Shimizu,"Sarah Michelle Gellar, Jason Behr, Clea DuVall, William Mapother",,2892
Halloween Ends,111.0,"Dramma, Horror, Mistero",5.0,David Gordon Green,"Jamie Lee Curtis, Andi Matichak, James Jude Courtney, Rohan Campbell",,2893
"I Love You, Man",105.0,"Commedia, Romantico",7.0,John Hamburg,"Paul Rudd, Jason Segel, Rashida Jones, Sarah Burns",,2894
Night of the Living Dead,96.0,"Horror, Thriller",7.8,George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman",,2895
Red Lights,114.0,"Dramma, Fantasy, Mistero",6.2,Rodrigo Cortés,"Sigourney Weaver, Robert De Niro, Cillian Murphy, Elizabeth Olsen",,2896
Daddy's Home 2,100.0,Commedia,6.0,Sean Anders,"Will Ferrell, Mark Wahlberg, Mel Gibson, John Lithgow",,2897
Annabelle: Creation,109.0,"Horror, Mistero, Thriller",6.5,David F. Sandberg,"Anthony LaPaglia, Samara Lee, Miranda Otto, Brad Greenquist",,2898
The Internship,119.0,Commedia,6.3,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",,2899
The Wraith,93.0,"Azione, Horror, Romantico",5.9,Mike Marvin,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn, Randy Quaid",,2900
